"germancode","checked","Berufsübersetzung","jobs","code","count","mean","std","min","25%","50%","75%","max","rel_std","Berufsübersetzung","number_zusammen","Resultatsberuf_zusammen","three_letter_scraper","matched"
812,"y","Ophthalmologische Labortechni","['Ophthalmic Laboratory Technicians', 'Medical Appliance Technicians', 'Dental Laboratory Technicians']","51-908","3.0","62.33333333","9.018499506","53.0","58.0","63.0","67.0","71.0","0.14468181","Ophthalmologische Labortechni","41322-11","Chemielaborant/in",413,"False"
733,"y","Bibliothekstechni","['Library Technicians']","25-403","1.0","62.0","0.0","62.0","62.0","62.0","62.0","62.0","0.0","Bibliothekstechni",,,,"False"
115,"y","Tiertrai","['Animal Trainers']","39-201","1.0","62.0","0.0","62.0","62.0","62.0","62.0","62.0","0.0","Tiertrai","94283-10","Dompteur/Dompteuse",942,"False"
,813,"Wohnbera","['Residential Advisors']","39-904","1.0","62.0","0.0","62.0","62.0","62.0","62.0","62.0","0.0","Wohnbera","62252-10","Einrichtungsfachberater/in",622,"False"
721,"y","Kreditbevollmächti","['Credit Authorizers', 'Credit Checkers']","43-404","2.0","62.0","9.899494937","55.0","58.5","62.0","65.5","69.0","0.159669273","Kreditbevollmächti",,,,"False"
252,"y",,"['Bus and Truck Mechanics and Diesel Engine Specialists']","49-303","1.0","62.0","0.0","62.0","62.0","62.0","62.0","62.0","0.0",,,,,"False"
281,"y","Nähmaschinenbedie","['Sewing Machine Operators']","51-603","1.0","62.0","0.0","62.0","62.0","62.0","62.0","62.0","0.0","Nähmaschinenbedie",,,,"False"
252,521,"Fahrer/Vertriebsmitarbei","['Driver/Sales Workers', 'Heavy and Tractor-Trailer Truck Drivers', 'Light Truck or Delivery Services Drivers']","53-303","3.0","62.0","18.02775638","42.0","54.5","67.0","72.0","77.0","0.290770264","Fahrer/Vertriebsmitarbei",,,,"False"
521,513,"Kesselwa","['Tank Car, Truck, and Ship Loaders']","53-712","1.0","62.0","0.0","62.0","62.0","62.0","62.0","62.0","0.0","Kesselwa","25122-10","Kesselwärter/in",251,"False"
322,525,"Betriebsingenieure und andere Baumaschinenfüh","['Operating Engineers and Other Construction Equipment Operators', 'Paving, Surfacing, and Tamping Equipment Operators', 'Pile-Driver Operators']","47-207","3.0","61.66666667","9.865765725","55.0","56.0","57.0","65.0","73.0","0.15998539","Betriebsingenieure und andere Baumaschinenfüh","52522-10","Baggerführer/in",525,"False"
413,262,"Biokraftstoffverarbeitungstechni","['Biofuels Processing Technicians', 'Chemical Plant and System Operators', 'Hydroelectric Plant Technicians', 'Biomass Plant Technicians', 'Gas Plant Operators', 'Petroleum Pump System Operators, Refinery Operators, and Gaugers']","51-809","6.0","61.66666667","10.34730239","49.0","54.75","60.5","67.75","77.0","0.167794093","Biokraftstoffverarbeitungstechni",,,,"False"
511,531,"Elek","['Electrical and Electronics Installers and Repairers, Transportation Equipment', 'Avionics Technicians', 'Security and Fire Alarm Systems Installers', 'Electrical and Electronics Repairers, Commercial and Industrial Equipment', 'Electronic Equipment Installers and Repairers, Motor Vehicles', 'Electrical and Electronics Repairers, Powerhouse, Substation, and Relay', 'Electronic Home Entertainment Equipment Installers and Repairers', 'Electric Motor, Power Tool, and Related Repairers']","49-209","8.0","61.625","13.43702242","40.0","57.0","61.5","64.5","88.0","0.218044989","Elek",,,,"False"
831,"y","Berater für Rehabilitati","['Rehabilitation Counselors', 'Substance Abuse and Behavioral Disorder Counselors', 'Mental Health Counselors', 'Educational, Guidance, School, and Vocational Counselors', 'Marriage and Family Therapists']","21-101","5.0","61.6","4.335896678","58.0","58.0","60.0","64.0","68.0","0.070387933","Berater für Rehabilitati",,,,"False"
117,121,"Erstrangige Aufsichtsbeamte für Landschafts","['First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers', 'First-Line Supervisors of Housekeeping and Janitorial Workers']","37-101","2.0","61.5","14.8492424","51.0","56.25","61.5","66.75","72.0","0.241451096","Erstrangige Aufsichtsbeamte für Landschafts",,,,"False"
721,"y","Versicherungsvermitt","['Insurance Sales Agents']","41-302","1.0","61.0","0.0","61.0","61.0","61.0","61.0","61.0","0.0","Versicherungsvermitt",,,,"False"
332,"y","Gipser und Stuckate","['Plasterers and Stucco Masons']","47-216","1.0","61.0","0.0","61.0","61.0","61.0","61.0","61.0","0.0","Gipser und Stuckate",,,,"False"
,221,"Reifenreparatur u","['Tire Repairers and Changers', 'Bicycle Repairers', 'Recreational Vehicle Service Technicians']","49-309","3.0","61.0","6.92820323","53.0","59.0","65.0","65.0","65.0","0.113577102","Reifenreparatur u","52122-10","Berufskraftfahrer/in",521,"False"
342,251,"Betreiber von Ö","['Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders']","51-905","1.0","61.0","0.0","61.0","61.0","61.0","61.0","61.0","0.0","Betreiber von Ö",,,,"False"
831,732,"Sozialarbeiter im Gesundheitswe","['Healthcare Social Workers', 'Child, Family, and School Social Workers', 'Mental Health and Substance Abuse Social Workers']","21-102","3.0","60.66666667","13.61371857","50.0","53.0","56.0","66.0","76.0","0.224401954","Sozialarbeiter im Gesundheitswe","73222-10","Kaufmann/-frau - Gesundheitswesen",732,"False"
633,293,"Kö","['Cooks, Institution and Cafeteria', 'Cooks, Fast Food', 'Cooks, Private Household', 'Cooks, Restaurant', 'Cooks, Short Order']","35-201","5.0","60.6","23.02824353","21.0","65.0","66.0","70.0","81.0","0.38000401899999997","Kö","29302-10","Koch/Köchin",293,"False"
824,"y","Bestattungsdie","['Funeral Service Managers']","11-906","1.0","60.0","0.0","60.0","60.0","60.0","60.0","60.0","0.0","Bestattungsdie",,,,"False"
924,"y","Reporter und Korresponden","['Reporters and Correspondents', 'Broadcast News Analysts']","27-302","2.0","60.0","7.071067812000001","55.0","57.5","60.0","62.5","65.0","0.11785113","Reporter und Korresponden",,,,"False"
825,531,"Arbeitssch","['Occupational Health and Safety Technicians', 'Occupational Health and Safety Specialists']","29-901","2.0","60.0","7.071067812000001","55.0","57.5","60.0","62.5","65.0","0.11785113","Arbeitssch","43383-10","Sicherheitstechniker/in (IT)",433,"False"
511,252,"Flugzeugstruk","['Aircraft Structure, Surfaces, Rigging, and Systems Assemblers']","51-201","1.0","60.0","0.0","60.0","60.0","60.0","60.0","60.0","0.0","Flugzeugstruk",,,,"False"
242,244,"Metallbauunternehmen und Installate","['Structural Metal Fabricators and Fitters']","51-204","1.0","60.0","0.0","60.0","60.0","60.0","60.0","60.0","0.0","Metallbauunternehmen und Installate","34212-11","Anlagenmechaniker/in - Sanitär-, Heizungs- und Klimatechnik",342,"False"
244,251,"Stationäre Ingenieure und Kesselbetrei","['Stationary Engineers and Boiler Operators']","51-802","1.0","60.0","0.0","60.0","60.0","60.0","60.0","60.0","0.0","Stationäre Ingenieure und Kesselbetrei",,,,"False"
263,243,"Halblei","['Semiconductor Processors']","51-914","1.0","60.0","0.0","60.0","60.0","60.0","60.0","60.0","0.0","Halblei","41414-10","Ingenieur/in - Physik",414,"False"
514,"y","Automo","['Automotive and Watercraft Service Attendants']","53-603","1.0","60.0","0.0","60.0","60.0","60.0","60.0","60.0","0.0","Automo","62272-10","Automobil-Serviceberater/in",622,"False"
732,"?","Gerichtsmedizin","['Coroners', 'Government Property Inspectors and Investigators', 'Regulatory Affairs Specialists', 'Equal Opportunity Representatives and Officers', 'Licensing Examiners and Inspectors', 'Environmental Compliance Inspectors']","13-104","6.0","59.66666667","14.74675105","41.0","52.75","56.0","66.75","83.0","0.247152252","Gerichtsmedizin","81214-10","Facharzt/-ärztin - Pathologie",812,"False"
433,"y","Spezialisten für die Unterstützung von Computernetzwer","['Computer Network Support Specialists', 'Computer User Support Specialists']","15-115","2.0","59.5","6.3639610310000005","55.0","57.25","59.5","61.75","64.0","0.106957328","Spezialisten für die Unterstützung von Computernetzwer",,,,"False"
715,842,"Fachleute für Ausbildung und Entwickl","['Training and Development Specialists']","13-115","1.0","59.0","0.0","59.0","59.0","59.0","59.0","59.0","0.0","Fachleute für Ausbildung und Entwickl",,,,"False"
232,233,"Spezialisten für audiovisuelle und multimediale Sammlun","['Audio-Visual and Multimedia Collections Specialists']","25-901","1.0","59.0","0.0","59.0","59.0","59.0","59.0","59.0","0.0","Spezialisten für audiovisuelle und multimediale Sammlun",,,,"False"
532,531,"Dispatc","['Dispatchers, Except Police, Fire, and Ambulance', 'Police, Fire, and Ambulance Dispatchers']","43-503","2.0","59.0","1.4142135619999998","58.0","58.5","59.0","59.5","60.0","0.023969721","Dispatc","51512-10","Fahrbetriebsregler/in (Straßenverkehr)",515,"False"
525,231,"Betreiber von Verpacku","['Packaging and Filling Machine Operators and Tenders']","51-911","1.0","59.0","0.0","59.0","59.0","59.0","59.0","59.0","0.0","Betreiber von Verpacku",,,,"False"
732,831,"Gerichtsbedienst","['Court Clerks', 'Municipal Clerks', 'License Clerks']","43-403","3.0","58.66666667","13.31665624","44.0","53.0","62.0","66.0","70.0","0.22698845899999998","Gerichtsbedienst",,,,"False"
262,242,"Monteure von elektromechanischen Gerä","['Electromechanical Equipment Assemblers', 'Coil Winders, Tapers, and Finishers', 'Electrical and Electronic Equipment Assemblers']","51-202","3.0","58.66666667","0.577350269","58.0","58.5","59.0","59.0","59.0","0.009841198","Monteure von elektromechanischen Gerä",,,,"False"
945,"y","Kameramän","['Camera Operators, Television, Video, and Motion Picture', 'Film and Video Editors']","27-403","2.0","58.5","13.43502884","49.0","53.75","58.5","63.25","68.0","0.229658613","Kameramän",,,,"False"
333,"y","Dämmstoffarbei","['Insulation Workers, Mechanical', 'Insulation Workers, Floor, Ceiling, and Wall']","47-213","2.0","58.5","0.7071067809999999","58.0","58.25","58.5","58.75","59.0","0.012087295","Dämmstoffarbei",,,,"False"
242,221,"Einrich","['Forging Machine Setters, Operators, and Tenders, Metal and Plastic', 'Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic', 'Rolling Machine Setters, Operators, and Tenders, Metal and Plastic']","51-402","3.0","58.33333333","7.0237691689999995","51.0","55.0","59.0","62.0","65.0","0.120407471","Einrich","62252-10","Einrichtungsfachberater/in",622,"False"
731,"y","Schiedsrich","['Arbitrators, Mediators, and Conciliators', 'Administrative Law Judges, Adjudicators, and Hearing Officers', 'Judges, Magistrate Judges, and Magistrates']","23-102","3.0","58.0","6.0","52.0","55.0","58.0","61.0","64.0","0.10344827599999999","Schiedsrich",,,,"False"
733,281,"Waa","['Weighers, Measurers, Checkers, and Samplers, Recordkeeping']","43-511","1.0","58.0","0.0","58.0","58.0","58.0","58.0","58.0","0.0","Waa","24512-11","Feinwerkmechaniker/in",245,"False"
245,221,"Einrich","['Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic']","51-408","1.0","58.0","0.0","58.0","58.0","58.0","58.0","58.0","0.0","Einrich","62252-10","Einrichtungsfachberater/in",622,"False"
283,"y","Schuhmaschinenbediener und Ausschreibun","['Shoe Machine Operators and Tenders', 'Shoe and Leather Workers and Repairers']","51-604","2.0","58.0","4.242640687","55.0","56.5","58.0","59.5","61.0","0.073148977","Schuhmaschinenbediener und Ausschreibun",,,,"False"
233,"y","Fotografische Entwicklungshelfer und Bediener von Entwicklungsmaschi","['Photographic Process Workers and Processing Machine Operators']","51-915","1.0","58.0","0.0","58.0","58.0","58.0","58.0","58.0","0.0","Fotografische Entwicklungshelfer und Bediener von Entwicklungsmaschi",,,,"False"
,"?","Betreiber von Hebezeugen und Win","['Hoist and Winch Operators']","53-704","1.0","58.0","0.0","58.0","58.0","58.0","58.0","58.0","0.0","Betreiber von Hebezeugen und Win","26243-10","Techniker/in - Windenergietechnik",262,"False"
111,423,"Präzisionslandwirtschaftstechni","['Precision Agriculture Technicians', 'Remote Sensing Technicians', 'Environmental Science and Protection Technicians, Including Health', 'Forest and Conservation Technicians', 'Forensic Science Technicians', 'Quality Control Analysts']","19-409","6.0","57.5","9.628083922","48.0","48.75","56.5","66.5","68.0","0.16744493800000002","Präzisionslandwirtschaftstechni",,,,"False"
721,722,"Finanzprü","['Financial Examiners']","13-206","1.0","57.0","0.0","57.0","57.0","57.0","57.0","57.0","0.0","Finanzprü",,,,"False"
252,511,"Schiffsingenie","['Marine Engineers', 'Marine Architects']","17-212","2.0","57.0","1.4142135619999998","56.0","56.5","57.0","57.5","58.0","0.024810764","Schiffsingenie","51134-10","Schiffsingenieur/in - Gastanker",511,"False"
292,"y","Techniker der Lebensmittelwissenschaf","['Food Science Technicians', 'Agricultural Technicians']","19-401","2.0","56.5","0.7071067809999999","56.0","56.25","56.5","56.75","57.0","0.012515163999999999","Techniker der Lebensmittelwissenschaf",,,,"False"
513,"y","Postmeister und Postbeauftra","['Postmasters and Mail Superintendents']","11-913","1.0","56.0","0.0","56.0","56.0","56.0","56.0","56.0","0.0","Postmeister und Postbeauftra",,,,"False"
732,"y","Steuerprüfer und Steuereintreiber und Steuerbevollmächti","['Tax Examiners and Collectors, and Revenue Agents', 'Tax Preparers']","13-208","2.0","56.0","1.4142135619999998","55.0","55.5","56.0","56.5","57.0","0.025253814","Steuerprüfer und Steuereintreiber und Steuerbevollmächti","72304-10","Steuerberater/in",723,"False"
732,"y","Anspruchsberechtigu","['Eligibility Interviewers, Government Programs']","43-406","1.0","56.0","0.0","56.0","56.0","56.0","56.0","56.0","0.0","Anspruchsberechtigu",,,,"False"
732,715,"Auftragssachbearbei","['Order Clerks']","43-415","1.0","56.0","0.0","56.0","56.0","56.0","56.0","56.0","0.0","Auftragssachbearbei",,,,"False"
714,"y","Büromaschinenbedie","['Office Machine Operators, Except Computer']","43-907","1.0","56.0","0.0","56.0","56.0","56.0","56.0","56.0","0.0","Büromaschinenbedie",,,,"False"
211,"y","Maschinenbediener im kontinuierlichen Berg","['Continuous Mining Machine Operators', 'Mine Cutting and Channeling Machine Operators']","47-504","2.0","56.0","4.242640687","53.0","54.5","56.0","57.5","59.0","0.075761441","Maschinenbediener im kontinuierlichen Berg",,,,"False"
243,242,"Layou","['Layout Workers, Metal and Plastic', 'Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic', 'Tool Grinders, Filers, and Sharpeners', 'Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic']","51-419","4.0","56.0","6.218252702000001","47.0","54.5","58.0","59.5","61.0","0.11104022699999999","Layou","23222-10","Designer/in (Ausbildung) - Grafik",232,"False"
842,"y","Bildungsadministrato","['Education Administrators, Postsecondary', 'Fitness and Wellness Coordinators', 'Distance Learning Coordinators', 'Education Administrators, Preschool and Childcare Center/Program', 'Education Administrators, Elementary and Secondary School']","11-903","5.0","55.6","14.84250653","38.0","47.0","52.0","66.0","75.0","0.26695155600000003","Bildungsadministrato",,,,"False"
613,924,"Hofberichterstat","['Court Reporters', 'Title Examiners, Abstractors, and Searchers']","23-209","2.0","55.5","7.778174592999999","50.0","52.75","55.5","58.25","61.0","0.14014729","Hofberichterstat",,,,"False"
252,311,"Bauingenieurwe","['Civil Engineering Technicians', 'Automotive Engineering Technicians', 'Manufacturing Engineering Technologists', 'Aerospace Engineering and Operations Technicians', 'Robotics Technicians', 'Electro-Mechanical Technicians', 'Electrical Engineering Technologists', 'Electrical Engineering Technicians', 'Mechanical Engineering Technicians', 'Electronics Engineering Technicians', 'Non-Destructive Testing Specialists', 'Industrial Engineering Technicians', 'Manufacturing Production Technicians', 'Electromechanical Engineering Technologists', 'Mechanical Engineering Technologists', 'Nanotechnology Engineering Technicians', 'Nanotechnology Engineering Technologists', 'Environmental Engineering Technicians', 'Electronics Engineering Technologists', 'Industrial Engineering Technologists', 'Photonics Technicians']","17-302","21.0","55.33333333","5.756156125","47.0","51.0","54.0","60.0","66.0","0.10402691800000001","Bauingenieurwe",,,,"False"
511,515,"Bahnwagenreparaturwerkstät","['Rail Car Repairers', 'Mobile Heavy Equipment Mechanics, Except Engines', 'Farm Equipment Mechanics and Service Technicians']","49-304","3.0","55.33333333","8.736894948","48.0","50.5","53.0","59.0","65.0","0.157895692","Bahnwagenreparaturwerkstät",,,,"False"
711,713,"Gene","['General and Operations Managers']","11-102","1.0","55.0","0.0","55.0","55.0","55.0","55.0","55.0","0.0","Gene",,,,"False"
833,"y","Kle","['Clergy']","21-201","1.0","55.0","0.0","55.0","55.0","55.0","55.0","55.0","0.0","Kle",,,,"False"
921,"y","Werbevermitt","['Advertising Sales Agents']","41-301","1.0","55.0","0.0","55.0","55.0","55.0","55.0","55.0","0.0","Werbevermitt",,,,"False"
121,"y","Baumschneider und Baumschneiderin","['Tree Trimmers and Pruners', 'Pesticide Handlers, Sprayers, and Applicators, Vegetation', 'Landscaping and Groundskeeping Workers']","37-301","3.0","54.66666667","23.797759","29.0","44.0","59.0","67.5","76.0","0.43532486","Baumschneider und Baumschneiderin",,,,"False"
293,292,"Food Batchmak","['Food Batchmakers', 'Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders', 'Food Cooking Machine Operators and Tenders']","51-309","3.0","54.66666667","19.03505538","35.0","45.5","56.0","64.5","73.0","0.34820223299999997","Food Batchmak",,,,"False"
843,"y","Architekturleh","['Architecture Teachers, Postsecondary', 'Engineering Teachers, Postsecondary']","25-103","2.0","54.5","30.40559159","33.0","43.75","54.5","65.25","76.0","0.557900763","Architekturleh",,,,"False"
621,"y","Erstrangige Aufsichtsbeamte für Verkäufer im Einzelhand","['First-Line Supervisors of Retail Sales Workers', 'First-Line Supervisors of Non-Retail Sales Workers']","41-101","2.0","54.5","16.26345597","43.0","48.75","54.5","60.25","66.0","0.298412036","Erstrangige Aufsichtsbeamte für Verkäufer im Einzelhand",,,,"False"
213,935,"Bediener und Ausschreibungen für Reinigu","['Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders', 'Paper Goods Machine Setters, Operators, and Tenders', 'Glass Blowers, Molders, Benders, and Finishers', 'Molding and Casting Workers', 'Cooling and Freezing Equipment Operators and Tenders', 'Etchers and Engravers', 'Recycling and Reclamation Workers', 'Potters, Manufacturing', 'Stone Cutters and Carvers, Manufacturing', 'Helpers--Production Workers', 'Tire Builders', 'Adhesive Bonding Machine Operators and Tenders']","51-919","12.0","54.16666667","10.06192945","32.0","48.25","55.5","61.0","70.0","0.185758698","Bediener und Ausschreibungen für Reinigu",,,,"False"
115,"y","Mitarbeiter des Tierschut","['Animal Control Workers']","33-901","1.0","54.0","0.0","54.0","54.0","54.0","54.0","54.0","0.0","Mitarbeiter des Tierschut",,,,"False"
252,"y","Flugzeugmechaniker und Servicetechni","['Aircraft Mechanics and Service Technicians']","49-301","1.0","54.0","0.0","54.0","54.0","54.0","54.0","54.0","0.0","Flugzeugmechaniker und Servicetechni","26312-17","Servicetechniker/in - IT",263,"False"
242,221,"Compu","['Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic', 'Computer-Controlled Machine Tool Operators, Metal and Plastic']","51-401","2.0","54.0","4.242640687","51.0","52.5","54.0","55.5","57.0","0.07856742","Compu","23224-10","Computer-Animator/in",232,"False"
223,"y","Möbelfabrikan","['Furniture Finishers']","51-702","1.0","54.0","0.0","54.0","54.0","54.0","54.0","54.0","0.0","Möbelfabrikan",,,,"False"
223,"y","Sägemaschineneinrich","['Sawing Machine Setters, Operators, and Tenders, Wood', 'Woodworking Machine Setters, Operators, and Tenders, Except Sawing']","51-704","2.0","54.0","4.242640687","51.0","52.5","54.0","55.5","57.0","0.07856742","Sägemaschineneinrich",,,,"False"
312,"y","Kartierungstechni","['Mapping Technicians', 'Surveying Technicians']","17-303","2.0","53.5","4.949747468","50.0","51.75","53.5","55.25","57.0","0.092518644","Kartierungstechni",,,,"False"
843,"y","MathematiklehrerInnen für Naturwissenschaf","['Mathematical Science Teachers, Postsecondary', 'Computer Science Teachers, Postsecondary']","25-102","2.0","53.5","6.3639610310000005","49.0","51.25","53.5","55.75","58.0","0.11895254300000001","MathematiklehrerInnen für Naturwissenschaf","41234-10","Agrarbiologe/-biologin",412,"False"
432,433,"Informationssicherhe","['Information Security Analysts', 'Computer Systems Analysts', 'Informatics Nurse Specialists']","15-112","3.0","53.33333333","6.110100927","48.0","50.0","52.0","56.0","60.0","0.11456439199999999","Informationssicherhe",,,,"False"
714,"y","Korrekturleser und Kopiermarkie","['Proofreaders and Copy Markers']","43-908","1.0","53.0","0.0","53.0","53.0","53.0","53.0","53.0","0.0","Korrekturleser und Kopiermarkie",,,,"False"
715,"y","Spezialisten für Arbeitsbeziehun","['Labor Relations Specialists', 'Farm Labor Contractors', 'Human Resources Specialists']","13-107","3.0","52.66666667","12.58305739","41.0","46.0","51.0","58.5","66.0","0.238918811","Spezialisten für Arbeitsbeziehun",,,,"False"
422,117,"Bo","['Soil and Water Conservationists', 'Range Managers', 'Park Naturalists', 'Foresters']","19-103","4.0","52.5","14.6401275","41.0","42.5","48.0","58.0","73.0","0.278859572","Bo",,,,"False"
721,621,"Handelsvertre","['Sales Agents, Securities and Commodities', 'Securities and Commodities Traders', 'Sales Agents, Financial Services']","41-303","3.0","52.33333333","12.85820101","43.0","45.0","47.0","57.0","67.0","0.245698109","Handelsvertre","61123-10","Handelsvertreter/in",611,"False"
813,"y","Direktoren für Notfallmanagem","['Emergency Management Directors']","11-916","1.0","52.0","0.0","52.0","52.0","52.0","52.0","52.0","0.0","Direktoren für Notfallmanagem",,,,"False"
612,713,"Ener","['Energy Brokers']","41-309","1.0","52.0","0.0","52.0","52.0","52.0","52.0","52.0","0.0","Ener",,,,"False"
732,"y","Rezeptionisten und Informationsmitarbei","['Receptionists and Information Clerks']","43-417","1.0","52.0","0.0","52.0","52.0","52.0","52.0","52.0","0.0","Rezeptionisten und Informationsmitarbei",,,,"False"
732,"y","Produkt","['Production, Planning, and Expediting Clerks']","43-506","1.0","52.0","0.0","52.0","52.0","52.0","52.0","52.0","0.0","Produkt","27104-15","Produktingenieur/in",271,"False"
411,"y","Bioinforma","['Bioinformatics Technicians', 'Statistical Assistants']","43-911","2.0","52.0","9.899494937","45.0","48.5","52.0","55.5","59.0","0.190374903","Bioinforma",,,,"False"
525,262,"('''Maschinisten'''","['Machinists']","51-404","1.0","52.0","0.0","52.0","52.0","52.0","52.0","52.0","0.0","('''Maschinisten'''","25101-10","Helfer/in - Maschinenbau, Betriebstechnik",251,"False"
281,"y","Bediener und Ausschreibungen von Textilble","['Textile Bleaching and Dyeing Machine Operators and Tenders', 'Textile Knitting and Weaving Machine Setters, Operators, and Tenders', 'Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders', 'Textile Cutting Machine Setters, Operators, and Tenders']","51-606","4.0","52.0","9.092121131","44.0","45.5","50.0","56.5","64.0","0.174848483","Bediener und Ausschreibungen von Textilble",,,,"False"
843,841,"Geschichtsleh","['History Teachers, Postsecondary', 'Art, Drama, and Music Teachers, Postsecondary', 'English Language and Literature Teachers, Postsecondary', 'Communications Teachers, Postsecondary', 'Philosophy and Religion Teachers, Postsecondary', 'Foreign Language and Literature Teachers, Postsecondary']","25-112","6.0","51.5","12.48599215","36.0","47.0","50.5","51.75","74.0","0.24244645","Geschichtsleh",,,,"False"
841,842,"Ausbildungskoordinato","['Instructional Coordinators', 'Instructional Designers and Technologists']","25-903","2.0","51.5","4.949747468","48.0","49.75","51.5","53.25","55.0","0.09611160099999999","Ausbildungskoordinato",,,,"False"
412,"y","Biologische Techni","['Biological Technicians']","19-402","1.0","51.0","0.0","51.0","51.0","51.0","51.0","51.0","0.0","Biologische Techni","11113-10","Techniker/in - Agrartechnik",111,"False"
611,"y","Beschaffungsbea","['Procurement Clerks']","43-306","1.0","51.0","0.0","51.0","51.0","51.0","51.0","51.0","0.0","Beschaffungsbea",,,,"False"
252,"y",,"['Automotive Master Mechanics', 'Automotive Specialty Technicians', 'Automotive Glass Installers and Repairers', 'Automotive Body and Related Repairers']","49-302","4.0","51.0","3.915780041","46.0","49.0","51.5","53.5","55.0","0.076780001",,,,,"False"
245,713,"Uhrenreparaturwerkstät","['Watch Repairers', 'Medical Equipment Repairers', 'Camera and Photographic Equipment Repairers', 'Musical Instrument Repairers and Tuners']","49-906","4.0","51.0","11.60459679","38.0","45.5","50.0","55.5","66.0","0.227541114","Uhrenreparaturwerkstät",,,,"False"
234,"y","Druckvorstufentechniker u","['Prepress Technicians and Workers', 'Print Binding and Finishing Workers', 'Printing Press Operators']","51-511","3.0","51.0","7.810249676000001","42.0","48.5","55.0","55.5","56.0","0.153142151","Druckvorstufentechniker u","61123-10","Außendienstmitarbeiter/in",611,"False"
242,"y","Einrich","['Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic', 'Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic', 'Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic', 'Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic', 'Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic']","51-403","5.0","50.8","3.1144822999999997","48.0","48.0","50.0","53.0","55.0","0.061308707000000004","Einrich","62252-10","Einrichtungsfachberater/in",622,"False"
252,"y","Brennstoffzel","['Fuel Cell Engineers', 'Mechanical Engineers', 'Automotive Engineers']","17-214","3.0","50.66666667","8.082903769","42.0","47.0","52.0","55.0","58.0","0.159530995","Brennstoffzel",,,,"False"
311,"y","Construction Manag","['Construction Managers']","11-902","1.0","50.0","0.0","50.0","50.0","50.0","50.0","50.0","0.0","Construction Manag","92413-10","Community-Manager/in",924,"False"
311,121,"Landschaftsarchitek","['Landscape Architects', 'Architects, Except Landscape and Naval']","17-101","2.0","50.0","4.242640687","47.0","48.5","50.0","51.5","53.0","0.084852814","Landschaftsarchitek","12144-10","Landschaftsarchitekt/in",121,"False"
,"?","Medizinische Aufzeichnungen und Gesundheitsinformati","['Medical Records and Health Information Technicians']","29-207","1.0","50.0","0.0","50.0","50.0","50.0","50.0","50.0","0.0","Medizinische Aufzeichnungen und Gesundheitsinformati","43134-11","Medizininformatiker/in",431,"False"
241,"y","Giesser und Gies","['Pourers and Casters, Metal', 'Metal-Refining Furnace Operators and Tenders']","51-405","2.0","50.0","9.899494937","43.0","46.5","50.0","53.5","57.0","0.197989899","Giesser und Gies","41422-11","Edelmetallprüfer/in",414,"False"
343,"y","Was","['Water and Wastewater Treatment Plant and System Operators']","51-803","1.0","50.0","0.0","50.0","50.0","50.0","50.0","50.0","0.0","Was",,,,"False"
413,413,"Abschei","['Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders', 'Chemical Equipment Operators and Tenders']","51-901","2.0","49.5","2.121320344","48.0","48.75","49.5","50.25","51.0","0.042854956","Abschei",,,,"False"
262,"?","Brownfi","['Brownfield Redevelopment Specialists and Site Managers', 'Regulatory Affairs Managers', 'Security Managers', 'Wind Energy Project Managers', 'Investment Fund Managers', 'Loss Prevention Managers', 'Supply Chain Managers', 'Compliance Managers', 'Wind Energy Operations Managers']","11-919","9.0","49.33333333","6.144102864","41.0","44.0","51.0","54.0","58.0","0.12454262599999999","Brownfi",,,,"False"
721,"y","Kre","['Credit Analysts']","13-204","1.0","49.0","0.0","49.0","49.0","49.0","49.0","49.0","0.0","Kre","84434-10","Kreativitätspädagoge/-pädagogin",844,"False"
431,825,"Biomedizinische Ingenie","['Biomedical Engineers']","17-203","1.0","49.0","0.0","49.0","49.0","49.0","49.0","49.0","0.0","Biomedizinische Ingenie",,,,"False"
421,515,"Verkehrspla","['Transportation Planners', 'Geographers', 'Political Scientists', 'Anthropologists', 'Archeologists', 'Historians']","19-309","6.0","49.0","11.47170432","31.0","43.25","51.0","55.75","63.0","0.234116415","Verkehrspla","51504-10","Verkehrsplaner/in",515,"False"
